,MovieID,Title,Genres,Number_of_Ratings,Average_Rating
714,751,Careful (1992),Comedy,15,3.533333333333333
715,753,"Month by the Lake, A (1995)",Comedy|Drama,32,3.15625
716,754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,13,2.923076923076923
717,755,Kim (1950),Children's|Drama,9,3.7777777777777777
718,756,Carmen Miranda: Bananas Is My Business (1994),Documentary,4,3.0
719,757,Ashes of Time (1994),Drama,4,3.75
720,758,"Jar, The (Khomreh) (1992)",Drama,1,4.0
721,759,Maya Lin: A Strong Clear Vision (1994),Documentary,59,4.101694915254237
722,760,Stalingrad (1993),War,33,3.515151515151515
723,761,"Phantom, The (1996)",Adventure,123,2.7886178861788617
724,762,Striptease (1996),Comedy|Crime,298,2.184563758389262
725,763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,1,3.0
726,764,Heavy (1995),Drama|Romance,74,3.27027027027027
727,765,Jack (1996),Comedy|Drama,171,2.6315789473684212
728,766,I Shot Andy Warhol (1996),Drama,100,3.57
729,767,"Grass Harp, The (1995)",Drama,24,3.2083333333333335
730,769,Marlene Dietrich: Shadow and Light (1996),Documentary,12,3.25
731,771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,18,3.7777777777777777
732,774,Wend Kuuni (God's Gift) (1982),Drama,1,4.0
733,775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,9,3.2222222222222223
734,776,Babyfever (1994),Comedy|Drama,4,3.0
735,778,Trainspotting (1996),Drama,751,3.9600532623169107
736,779,'Til There Was You (1997),Drama|Romance,52,2.6923076923076925
737,780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1730,3.5104046242774567
738,781,Stealing Beauty (1996),Drama,103,3.378640776699029
739,782,"Fan, The (1996)",Thriller,145,2.5517241379310347
740,783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,390,3.223076923076923
741,784,"Cable Guy, The (1996)",Comedy,385,2.72987012987013
742,785,Kingpin (1996),Comedy,765,3.4784313725490197
743,786,Eraser (1996),Action|Thriller,460,3.123913043478261
744,787,"Gate of Heavenly Peace, The (1995)",Documentary,3,5.0
745,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,948,2.9957805907172994
746,789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,2,3.0
747,790,An Unforgettable Summer (1994),Drama,1,3.0
748,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,2,3.5
749,792,"Hungarian Fairy Tale, A (1987)",Fantasy,1,4.0
750,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,10,2.6
751,796,"Very Natural Thing, A (1974)",Drama,3,3.3333333333333335
752,798,Daylight (1996),Action|Adventure|Thriller,204,2.7058823529411766
753,799,"Frighteners, The (1996)",Comedy|Horror,338,3.3491124260355027
754,800,Lone Star (1996),Drama|Mystery,630,4.082539682539682
755,801,Harriet the Spy (1996),Children's|Comedy,121,3.0991735537190084
756,802,Phenomenon (1996),Drama|Romance,427,3.496487119437939
757,803,Walking and Talking (1996),Romance,57,3.6842105263157894
758,804,She's the One (1996),Comedy|Romance,233,2.9785407725321886
759,805,"Time to Kill, A (1996)",Drama,344,3.5901162790697674
760,806,American Buffalo (1996),Drama,60,3.1666666666666665
761,807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,14,3.0
762,808,Alaska (1996),Adventure|Children's,43,3.395348837209302
763,809,Fled (1996),Action|Adventure,105,2.5714285714285716
764,810,Kazaam (1996),Children's|Comedy|Fantasy,120,1.4666666666666666
765,811,"Bewegte Mann, Der (1994)",Comedy,9,3.888888888888889
766,813,Larger Than Life (1996),Comedy,47,2.5106382978723403
767,814,"Boy Called Hate, A (1995)",Drama,1,3.0
768,815,Power 98 (1995),Action|Mystery|Thriller,6,2.0
769,818,"Very Brady Sequel, A (1996)",Comedy,189,2.560846560846561
770,820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,4,3.25
771,821,"Crude Oasis, The (1995)",Romance,2,2.0
772,823,"Collectionneuse, La (1967)",Drama,4,3.25
773,824,Kaspar Hauser (1993),Drama,28,3.9285714285714284
774,826,Diebinnen (1995),Drama,1,1.0
775,827,"Convent, The (Convento, O) (1995)",Drama,2,3.0
776,828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,54,2.9074074074074074
777,829,Joe's Apartment (1996),Comedy|Musical,131,2.2900763358778624
778,830,"First Wives Club, The (1996)",Comedy,295,2.952542372881356
779,831,Stonewall (1995),Drama,20,3.85
780,832,Ransom (1996),Drama|Thriller,564,3.478723404255319
781,833,High School High (1996),Comedy,78,2.1794871794871793
782,834,Phat Beach (1996),Comedy,4,2.0
783,835,Foxfire (1996),Drama,103,3.1262135922330097
784,836,Chain Reaction (1996),Action|Adventure|Thriller,237,2.654008438818565
785,837,Matilda (1996),Children's|Comedy,218,3.477064220183486
786,838,Emma (1996),Comedy|Drama|Romance,501,3.8802395209580838
787,839,"Crow: City of Angels, The (1996)",Action|Thriller,135,2.214814814814815
788,840,House Arrest (1996),Comedy,50,2.56
789,841,Eyes Without a Face (1959),Horror,25,3.4
790,842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,151,2.589403973509934
791,843,Lotto Land (1995),Drama,1,1.0
792,844,"Story of Xinghua, The (1993)",Drama,7,3.5714285714285716
793,846,Flirt (1995),Drama,38,3.736842105263158
794,847,"Big Squeeze, The (1996)",Comedy|Drama,7,1.8571428571428572
795,848,"Spitfire Grill, The (1996)",Drama,156,3.4358974358974357
796,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,511,2.5107632093933465
797,850,Cyclo (1995),Crime|Drama,30,3.6666666666666665
798,851,Basquiat (1996),Drama,127,3.4960629921259843
799,852,Tin Cup (1996),Comedy|Romance,615,3.221138211382114
800,853,Dingo (1992),Drama,3,4.0
801,854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,8,3.625
802,858,"Godfather, The (1972)",Action|Crime|Drama,2223,4.524966261808367
803,859,"Hippie Revolution, The (1996)",Documentary,1,2.0
804,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,10,3.6
805,861,Supercop (1992),Action|Thriller,273,3.5128205128205128
806,862,Manny & Lo (1996),Drama,31,3.6451612903225805
807,863,Celestial Clockwork (1994),Comedy,10,3.5
808,864,"Wife, The (1995)",Comedy|Drama,12,3.5833333333333335
809,865,Small Faces (1995),Drama,1,2.0
810,866,Bound (1996),Crime|Drama|Romance|Thriller,572,3.8234265734265733
811,867,Carpool (1996),Comedy|Crime,24,2.2083333333333335
812,868,Death in Brunswick (1991),Comedy,1,3.0
813,869,Kansas City (1996),Crime,42,3.0952380952380953
814,870,Gone Fishin' (1997),Comedy,49,2.183673469387755
815,872,Aiqing wansui (1994),Drama,1,3.0
816,874,Killer: A Journal of Murder (1995),Crime|Drama,8,3.125
817,875,Nothing to Lose (1994),Drama,44,3.3863636363636362
818,876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,21,2.857142857142857
819,877,Girls Town (1996),Drama,24,3.2916666666666665
820,878,Bye-Bye (1995),Drama,1,4.0
821,879,"Relic, The (1997)",Horror,237,2.827004219409283
822,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,324,2.200617283950617
823,881,First Kid (1996),Children's|Comedy,77,2.6233766233766236
824,882,"Trigger Effect, The (1996)",Drama|Thriller,59,2.711864406779661
825,884,Sweet Nothing (1995),Drama,2,3.0
826,885,Bogus (1996),Children's|Drama|Fantasy,43,2.5813953488372094
827,886,Bulletproof (1996),Action,104,2.9423076923076925
828,887,Talk of Angels (1998),Drama,2,2.5
829,888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,48,2.2083333333333335
830,889,1-900 (1994),Romance,2,2.5
831,891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,183,2.360655737704918
832,892,Twelfth Night (1996),Comedy|Drama|Romance,152,3.861842105263158
833,893,Mother Night (1996),Drama,69,3.6956521739130435
834,895,Venice/Venice (1992),Drama,2,1.0
835,896,Wild Reeds (1994),Drama,51,3.4313725490196076
836,897,For Whom the Bell Tolls (1943),Adventure|War,98,3.7551020408163267
837,898,"Philadelphia Story, The (1940)",Comedy|Romance,582,4.3006872852233675
838,899,Singin' in the Rain (1952),Musical|Romance,751,4.2836218375499335
839,900,"American in Paris, An (1951)",Musical|Romance,343,3.8513119533527695
840,901,Funny Face (1957),Comedy|Musical,174,3.6436781609195403
841,902,Breakfast at Tiffany's (1961),Drama|Romance,676,3.908284023668639
842,903,Vertigo (1958),Mystery|Thriller,905,4.27292817679558
843,904,Rear Window (1954),Mystery|Thriller,1050,4.476190476190476
844,905,It Happened One Night (1934),Comedy,374,4.280748663101604
845,906,Gaslight (1944),Mystery|Thriller,187,4.096256684491979
846,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,105,3.9238095238095236
847,908,North by Northwest (1959),Drama|Thriller,1315,4.38403041825095
848,909,"Apartment, The (1960)",Comedy|Drama,417,4.127098321342926
849,910,Some Like It Hot (1959),Comedy|Crime,832,4.300480769230769
850,911,Charade (1963),Comedy|Mystery|Romance|Thriller,306,4.183006535947713
851,912,Casablanca (1942),Drama|Romance|War,1669,4.412822049131217
852,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1043,4.395973154362416
853,914,My Fair Lady (1964),Musical|Romance,636,4.154088050314465
854,915,Sabrina (1954),Comedy|Romance,365,3.9643835616438357
855,916,Roman Holiday (1953),Comedy|Romance,425,4.216470588235294
856,917,"Little Princess, The (1939)",Children's|Drama,77,3.675324675324675
857,918,Meet Me in St. Louis (1944),Musical,189,3.7936507936507935
858,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1718,4.247962747380675
859,920,Gone with the Wind (1939),Drama|Romance|War,1156,3.9974048442906573
860,921,My Favorite Year (1982),Comedy,302,3.8940397350993377
861,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,470,4.491489361702127
862,923,Citizen Kane (1941),Drama,1116,4.388888888888889
863,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,1716,4.068764568764569
864,925,Golden Earrings (1947),Adventure|Romance,12,3.25
865,926,All About Eve (1950),Drama,403,4.255583126550868
866,927,"Women, The (1939)",Comedy,84,3.9761904761904763
867,928,Rebecca (1940),Romance|Thriller,386,4.204663212435233
868,929,Foreign Correspondent (1940),Thriller,93,3.78494623655914
869,930,Notorious (1946),Film-Noir|Romance|Thriller,445,4.29438202247191
870,931,Spellbound (1945),Mystery|Romance|Thriller,206,3.912621359223301
871,932,"Affair to Remember, An (1957)",Romance,189,3.9523809523809526
872,933,To Catch a Thief (1955),Comedy|Romance|Thriller,443,4.10158013544018
873,934,Father of the Bride (1950),Comedy,304,3.6578947368421053
874,935,"Band Wagon, The (1953)",Comedy|Musical,71,3.6338028169014085
875,936,Ninotchka (1939),Comedy|Romance,132,4.075757575757576
876,937,Love in the Afternoon (1957),Comedy|Romance,44,3.75
877,938,Gigi (1958),Musical,187,3.620320855614973
878,939,"Reluctant Debutante, The (1958)",Comedy|Drama,11,3.1818181818181817
879,940,"Adventures of Robin Hood, The (1938)",Action|Adventure,378,3.9735449735449735
880,941,"Mark of Zorro, The (1940)",Adventure,105,3.704761904761905
881,942,Laura (1944),Crime|Film-Noir|Mystery,292,4.2020547945205475
882,943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,171,3.982456140350877
883,944,Lost Horizon (1937),Drama,97,3.7938144329896906
884,945,Top Hat (1935),Comedy|Musical|Romance,251,4.147410358565737
885,946,To Be or Not to Be (1942),Comedy|Drama|War,161,3.8509316770186337
886,947,My Man Godfrey (1936),Comedy,188,4.1063829787234045
887,948,Giant (1956),Drama,130,3.753846153846154
888,949,East of Eden (1955),Drama,215,3.9767441860465116
889,950,"Thin Man, The (1934)",Mystery,292,4.239726027397261
890,951,His Girl Friday (1940),Comedy,397,4.249370277078086
891,952,Around the World in 80 Days (1956),Adventure|Comedy,269,3.6022304832713754
892,953,It's a Wonderful Life (1946),Drama,729,4.299039780521262
893,954,Mr. Smith Goes to Washington (1939),Drama,383,4.240208877284595
894,955,Bringing Up Baby (1938),Comedy,413,4.169491525423729
895,956,Penny Serenade (1941),Drama|Romance,40,3.55
896,957,"Scarlet Letter, The (1926)",Drama,37,3.2432432432432434
897,958,Lady of Burlesque (1943),Comedy|Mystery,13,3.3846153846153846
898,959,Of Human Bondage (1934),Drama,58,3.7413793103448274
899,960,Angel on My Shoulder (1946),Crime|Drama,20,3.45
900,961,Little Lord Fauntleroy (1936),Drama,23,3.4782608695652173
901,962,They Made Me a Criminal (1939),Crime|Drama,11,3.5454545454545454
902,963,"Inspector General, The (1949)",Musical,54,3.574074074074074
903,964,Angel and the Badman (1947),Western,51,3.392156862745098
904,965,"39 Steps, The (1935)",Thriller,253,4.075098814229249
905,966,"Walk in the Sun, A (1945)",Drama,6,4.0
906,967,"Outlaw, The (1943)",Western,23,3.260869565217391
907,968,Night of the Living Dead (1968),Horror|Sci-Fi,715,3.6713286713286712
908,969,"African Queen, The (1951)",Action|Adventure|Romance|War,1057,4.251655629139073
909,970,Beat the Devil (1954),Comedy|Drama,37,3.4054054054054053
910,971,Cat on a Hot Tin Roof (1958),Drama,271,4.047970479704797
911,972,"Last Time I Saw Paris, The (1954)",Drama,6,3.1666666666666665
912,973,Meet John Doe (1941),Drama,82,3.9146341463414633
913,974,Algiers (1938),Drama|Romance,16,3.75
914,975,Something to Sing About (1937),Comedy|Musical,2,1.5
915,976,"Farewell to Arms, A (1932)",Romance|War,56,3.5714285714285716
916,977,Moonlight Murder (1936),Mystery,2,2.0
917,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,100,3.94
918,980,In the Line of Duty 2 (1987),Action,5,2.8
919,981,Dangerous Ground (1997),Drama,4,2.75
920,982,Picnic (1955),Drama,81,3.6790123456790123
921,984,"Pompatus of Love, The (1996)",Comedy|Drama,33,2.6666666666666665
922,985,Small Wonders (1996),Documentary,4,3.75
923,986,Fly Away Home (1996),Adventure|Children's,232,3.603448275862069
924,987,Bliss (1997),Drama|Romance,40,2.9
925,988,Grace of My Heart (1996),Comedy|Drama,69,3.3768115942028984
926,989,Schlafes Bruder (Brother of Sleep) (1995),Drama,1,5.0
927,990,Maximum Risk (1996),Action|Adventure|Thriller,54,2.574074074074074
928,991,Michael Collins (1996),Drama|War,170,3.523529411764706
929,992,"Rich Man's Wife, The (1996)",Thriller,20,2.6
930,993,Infinity (1996),Drama,9,3.111111111111111
931,994,Big Night (1996),Drama,450,4.095555555555555
932,996,Last Man Standing (1996),Action|Drama|Western,256,2.90625
933,997,Caught (1996),Drama|Thriller,28,3.357142857142857
934,998,Set It Off (1996),Action|Crime,93,3.010752688172043
935,999,2 Days in the Valley (1996),Crime,286,3.2832167832167833
936,1000,Curdled (1996),Crime,20,3.05
937,1002,Ed's Next Move (1996),Comedy,8,4.25
938,1003,Extreme Measures (1996),Drama|Thriller,121,2.9421487603305785
939,1004,"Glimmer Man, The (1996)",Action|Thriller,101,2.6633663366336635
940,1005,D3: The Mighty Ducks (1996),Children's|Comedy,142,2.3732394366197185
941,1006,"Chamber, The (1996)",Drama,78,3.08974358974359
942,1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,232,2.978448275862069
943,1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,97,3.329896907216495
944,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,291,3.185567010309278
945,1010,"Love Bug, The (1969)",Children's|Comedy,242,3.268595041322314
946,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,135,2.725925925925926
947,1012,Old Yeller (1957),Children's|Drama,301,3.7043189368770766
948,1013,"Parent Trap, The (1961)",Children's|Drama,258,3.565891472868217
949,1014,Pollyanna (1960),Children's|Comedy|Drama,136,3.4044117647058822
950,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,234,3.3461538461538463
951,1016,"Shaggy Dog, The (1959)",Children's|Comedy,156,3.217948717948718
952,1017,Swiss Family Robinson (1960),Adventure|Children's,276,3.5869565217391304
953,1018,That Darn Cat! (1965),Children's|Comedy|Mystery,123,3.252032520325203
954,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,575,3.7026086956521738
955,1020,Cool Runnings (1993),Comedy,392,3.239795918367347
956,1021,Angels in the Outfield (1994),Children's|Comedy,247,2.769230769230769
957,1022,Cinderella (1950),Animation|Children's|Musical,577,3.755632582322357
958,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,221,3.986425339366516
959,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,126,3.246031746031746
960,1025,"Sword in the Stone, The (1963)",Animation|Children's,293,3.6109215017064846
961,1026,So Dear to My Heart (1949),Children's|Drama,8,3.625
962,1027,Robin Hood: Prince of Thieves (1991),Drama,344,3.1627906976744184
963,1028,Mary Poppins (1964),Children's|Comedy|Musical,1011,3.894164193867458
964,1029,Dumbo (1941),Animation|Children's|Musical,568,3.688380281690141
965,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,323,3.0773993808049536
966,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,319,3.479623824451411
967,1032,Alice in Wonderland (1951),Animation|Children's|Musical,525,3.697142857142857
968,1033,"Fox and the Hound, The (1981)",Animation|Children's,287,3.4494773519163764
969,1034,Freeway (1996),Crime,169,3.6449704142011834
970,1035,"Sound of Music, The (1965)",Musical,882,3.931972789115646
971,1036,Die Hard (1988),Action|Thriller,1666,4.121848739495798
972,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,615,2.6601626016260163
973,1038,Unhook the Stars (1996),Drama,11,3.272727272727273
974,1039,Synthetic Pleasures (1995),Documentary,3,3.6666666666666665
975,1040,"Secret Agent, The (1996)",Drama,5,3.0
976,1041,Secrets & Lies (1996),Drama,474,4.037974683544304
977,1042,That Thing You Do! (1996),Comedy,528,3.481060606060606
978,1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,108,2.8425925925925926
979,1044,Surviving Picasso (1996),Drama,35,3.2857142857142856
980,1046,Beautiful Thing (1996),Drama|Romance,90,4.066666666666666
981,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,434,3.4838709677419355
982,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,451,3.328159645232816
983,1050,Looking for Richard (1996),Documentary|Drama,146,3.8219178082191783
984,1051,Trees Lounge (1996),Drama,98,3.4183673469387754
985,1053,Normal Life (1996),Crime|Drama,35,2.914285714285714
986,1054,Get on the Bus (1996),Drama,81,3.308641975308642
987,1055,Shadow Conspiracy (1997),Thriller,19,2.736842105263158
988,1056,Jude (1996),Drama,50,3.54
989,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,274,3.5583941605839415
990,1058,Bitter Sugar (Azucar Amargo) (1996),Drama,11,3.272727272727273
991,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,479,3.4008350730688934
992,1060,Swingers (1996),Comedy|Drama,786,3.94147582697201
993,1061,Sleepers (1996),Crime|Drama,374,3.550802139037433
994,1062,"Sunchaser, The (1996)",Drama,2,2.5
995,1063,Johns (1996),Drama,26,3.1538461538461537
996,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,209,2.8947368421052633
997,1066,Shall We Dance? (1937),Comedy|Musical|Romance,175,4.1657142857142855
998,1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,23,3.782608695652174
999,1068,Crossfire (1947),Crime|Film-Noir,35,3.6857142857142855
1000,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,110,3.9272727272727272
1001,1070,Macao (1952),Adventure,2,3.0
1002,1071,For the Moment (1994),Romance|War,5,3.4
1003,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1313,3.8613861386138613
1004,1076,"Innocents, The (1961)",Thriller,23,4.0
1005,1077,Sleeper (1973),Comedy|Sci-Fi,744,3.9798387096774195
1006,1078,Bananas (1971),Comedy|War,372,3.836021505376344
1007,1079,"Fish Called Wanda, A (1988)",Comedy,1326,3.971342383107089
1008,1080,Monty Python's Life of Brian (1979),Comedy,926,4.018358531317495
1009,1081,Victor/Victoria (1982),Comedy|Musical,434,3.6175115207373274
1010,1082,"Candidate, The (1972)",Drama,154,3.7012987012987013
1011,1083,"Great Race, The (1965)",Comedy|Musical,164,3.5304878048780486
1012,1084,Bonnie and Clyde (1967),Crime|Drama,686,4.096209912536443
1013,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,131,3.7786259541984735
1014,1086,Dial M for Murder (1954),Mystery|Thriller,379,4.079155672823219
1015,1087,Madame Butterfly (1995),Musical,18,3.4444444444444446
1016,1088,Dirty Dancing (1987),Musical|Romance,687,3.3114992721979624
1017,1089,Reservoir Dogs (1992),Crime|Thriller,1259,4.13582208101668
1018,1090,Platoon (1986),Drama|War,1143,4.090113735783027
1019,1091,Weekend at Bernie's (1989),Comedy,373,2.7935656836461127
1020,1092,Basic Instinct (1992),Mystery|Thriller,751,3.5419440745672435
1021,1093,"Doors, The (1991)",Drama|Musical,680,3.4073529411764705
1022,1094,"Crying Game, The (1992)",Drama|Romance|War,1229,3.7314890154597236
1023,1095,Glengarry Glen Ross (1992),Drama,571,3.8844133099824867
1024,1096,Sophie's Choice (1982),Drama,344,3.9767441860465116
1025,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,2269,3.9651828999559275
1026,1098,"Search for One-eye Jimmy, The (1996)",Comedy,5,2.4
1027,1099,"Christmas Carol, A (1938)",Drama,194,3.9896907216494846
1028,1100,Days of Thunder (1990),Action|Romance,420,2.807142857142857
1029,1101,Top Gun (1986),Action|Romance,1010,3.6861386138613863
1030,1102,American Strays (1996),Action,4,2.0
1031,1103,Rebel Without a Cause (1955),Drama,402,3.9228855721393034
1032,1104,"Streetcar Named Desire, A (1951)",Drama,483,4.225672877846791
1033,1105,Children of the Corn IV: The Gathering (1996),Horror,42,1.7857142857142858
1034,1107,Loser (1991),Comedy,3,2.0
1035,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,94,4.095744680851064
1036,1112,Palookaville (1996),Action|Drama,35,3.4285714285714284
1037,1113,"Associate, The (1996)",Comedy,50,3.0
1038,1114,"Funeral, The (1996)",Drama,31,2.870967741935484
1039,1115,Sleepover (1995),Comedy|Drama,1,1.0
1040,1116,"Single Girl, A (La Fille Seule) (1995)",Drama,17,3.411764705882353
1041,1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,12,4.25
1042,1118,Tashunga (1995),Adventure|Western,1,2.0
1043,1119,Drunks (1997),Drama,34,3.2058823529411766
1044,1120,"People vs. Larry Flynt, The (1996)",Drama,456,3.5833333333333335
1045,1121,Glory Daze (1996),Drama,13,3.076923076923077
1046,1123,"Perfect Candidate, A (1996)",Documentary,33,3.727272727272727
1047,1124,On Golden Pond (1981),Drama,405,3.740740740740741
1048,1125,"Return of the Pink Panther, The (1974)",Comedy,385,3.779220779220779
1049,1126,Drop Dead Fred (1991),Comedy|Fantasy,317,2.3722397476340693
1050,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1715,3.6839650145772596
1051,1128,"Fog, The (1980)",Horror,170,2.9235294117647057
1052,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,884,3.4649321266968327
1053,1130,"Howling, The (1980)",Horror,231,3.25974025974026
1054,1131,Jean de Florette (1986),Drama,216,4.324074074074074
1055,1132,Manon of the Spring (Manon des sources) (1986),Drama,220,4.259090909090909
1056,1133,Talking About Sex (1994),Comedy|Drama,2,2.0
1057,1134,Johnny 100 Pesos (1993),Action|Drama,2,3.0
1058,1135,Private Benjamin (1980),Comedy,407,3.189189189189189
1059,1136,Monty Python and the Holy Grail (1974),Comedy,1599,4.335209505941213
1060,1138,Dadetown (1995),Documentary,7,3.857142857142857
1061,1139,Everything Relative (1996),Drama,2,4.0
1062,1142,Get Over It (1996),Drama,2,1.0
1063,1144,"Line King: Al Hirschfeld, The (1996)",Documentary,16,3.75
1064,1145,Snowriders (1996),Documentary,2,2.5
1065,1147,When We Were Kings (1996),Documentary,277,4.32129963898917
1066,1148,"Wrong Trousers, The (1993)",Animation|Comedy,882,4.507936507936508
1067,1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,4,3.5
1068,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,158,3.930379746835443
1069,1151,Faust (1994),Animation|Comedy|Thriller,31,3.4838709677419355
1070,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,29,3.4827586206896552
1071,1153,Raw Deal (1948),Film-Noir,14,3.4285714285714284
1072,1154,T-Men (1947),Film-Noir,15,3.7333333333333334
1073,1160,Six of a Kind (1934),Comedy,6,2.1666666666666665
1074,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,94,3.9468085106382977
1075,1162,"Ruling Class, The (1972)",Comedy,96,3.90625
1076,1163,Mina Tannenbaum (1994),Drama,19,2.9473684210526314
1077,1164,Two or Three Things I Know About Her (1966),Drama,5,3.6
1078,1165,"Bloody Child, The (1996)",Drama|Thriller,1,1.0
1079,1167,Dear God (1996),Comedy,94,2.893617021276596
1080,1168,Bad Moon (1996),Horror,18,2.0555555555555554
1081,1169,American Dream (1990),Documentary,36,3.7222222222222223
1082,1170,Best of the Best 3: No Turning Back (1995),Action,17,1.6470588235294117
1083,1171,Bob Roberts (1992),Comedy,415,3.7349397590361444
1084,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,615,4.287804878048781
1085,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,198,3.3484848484848486
1086,1174,Grosse Fatigue (1994),Comedy,5,3.8
1087,1175,Delicatessen (1991),Comedy|Sci-Fi,368,4.002717391304348
1088,1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,129,3.937984496124031
1089,1177,Enchanted April (1991),Drama,147,3.993197278911565
1090,1178,Paths of Glory (1957),Drama|War,230,4.473913043478261
1091,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,885,3.7887005649717516
1092,1180,Hear My Song (1991),Comedy,50,3.84
1093,1181,"Shooter, The (1995)",Action,10,2.9
1094,1183,"English Patient, The (1996)",Drama|Romance|War,989,3.609706774519717
1095,1184,Mediterraneo (1991),Comedy|War,91,3.802197802197802
1096,1185,My Left Foot (1989),Drama,453,3.958057395143488
1097,1186,"Sex, Lies, and Videotape (1989)",Drama,562,3.613879003558719
1098,1187,Passion Fish (1992),Drama,147,3.6598639455782314
1099,1188,Strictly Ballroom (1992),Comedy|Romance,676,3.951183431952663
1100,1189,"Thin Blue Line, The (1988)",Documentary,269,4.25278810408922
1101,1190,Tie Me Up! Tie Me Down! (1990),Drama,132,3.507575757575758
1102,1191,Madonna: Truth or Dare (1991),Documentary,209,3.062200956937799
1103,1192,Paris Is Burning (1990),Documentary,105,4.0285714285714285
1104,1193,One Flew Over the Cuckoo's Nest (1975),Drama,1725,4.390724637681159
1105,1194,Up in Smoke (1978),Comedy,212,3.4764150943396226
1106,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,2990,4.292976588628763
1107,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2318,4.3037100949094045
1108,1198,Raiders of the Lost Ark (1981),Action|Adventure,2514,4.477724741447892
1109,1199,Brazil (1985),Sci-Fi,913,4.097480832420591
1110,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,1820,4.125824175824176
